Year,Race Name,Driver ID,Constructor Name,Grid Position,Final Position,Fastest Lap Time,Points,Status,Number of Laps,Lap,Duration,Weather,Temperature (°C),Humidity (%),Wind Speed (m/s),Rain (mm),Pit Stops
2019,Si,sa,Mc,7.0,12.0,105.969,0.0,Finished,61.0,35.0,30.623,No rain,26.92,87,1.03,0.0,1
2022,Be,la,Wi,11.0,18.0,112.256,0.0,+1 Lap,43.0,3.0,35.825,Rain,-1.91,100,2.57,0.0,2
2020,Ei,sa,Mc,10.0,5.0,90.129,10.0,Finished,60.0,44.0,22.503,No rain,-2.31,93,3.09,0.0,2
2024,Si,pi,Mc,5.0,3.0,95.745,15.0,Finished,62.0,38.0,29.152,No rain,26.92,87,1.03,0.0,1
2022,Au,ri,Mc,7.0,6.0,82.451,8.0,Finished,58.0,21.0,18.150,No rain,17.76,67,0.89,0.0,1
2022,Hu,mi,,,,,,DNF,,21.0,22.953,No rain,1.26,70,3.09,0.0,2
2021,Qa,gi,Al,18.0,15.0,87.82300000000001,0.0,+1 Lap,56.0,32.0,25.347,No rain,20.97,72,3.43,0.0,2
2024,Mi,st,As,11.0,17.0,91.588,0.0,Finished,57.0,11.0,23.038,No rain,22.99,64,8.23,0.0,2
2024,Ch,ma,,,,,,DNF,,13.0,22.456,No rain,2.99,75,4.0,0.0,2
2024,Ba,ke,,,,,,DNF,,11.0,25.951,No rain,21.05,72,5.45,0.0,2
2024,Ca,ma,,,,,,DNF,,25.0,24.306,No rain,-4.97,57,6.69,0.0,1
2023,Au,oc,Al,12.0,14.0,69.797,0.0,+1 Lap,70.0,2.0,18.143,No rain,-2.06,86,1.54,0.0,1
2019,Ab,ru,Wi,18.0,17.0,103.074,0.0,+1 Lap,54.0,32.0,22.272,No rain,21.1,68,2.06,0.0,1
2020,Tu,pe,,,,,,DNF,,8.0,24:01.547,No rain,5.13,81,2.59,0.0,2
2022,Du,ts,Al,9.0,20.0,77.138,0.0,DNF,43.0,13.0,18.774,No rain,1.59,88,3.6,0.0,1
2022,Mi,zh,Al,17.0,20.0,95.731,0.0,DNF,6.0,,,No rain,22.99,64,8.23,0.0,0
2019,Br,ke,,,,,,DNF,,27.0,23.891,No rain,21.25,86,4.63,0.0,1
2019,Me,gi,Al,15.0,14.0,81.014,0.0,+1 Lap,70.0,21.0,43.411,No rain,23.88,23,4.12,0.0,1
2019,Au,ra,,,,,,DNF,,23.0,21.709,No rain,-2.06,86,1.54,0.0,1
2021,Mo,ha,Me,7.0,7.0,72.909,7.0,Finished,78.0,67.0,24.244,No rain,11.92,73,3.6,0.0,2
2019,Hu,bo,Me,2.0,8.0,79.331,4.0,+1 Lap,69.0,5.0,33.328,No rain,1.26,70,3.09,0.0,2
2020,Po,gr,Ha,18.0,17.0,81.664,0.0,+1 Lap,65.0,26.0,26.985,No rain,10.33,88,1.9,0.0,1
2021,Mo,ru,Wi,15.0,14.0,75.539,0.0,+1 Lap,77.0,31.0,23.928,No rain,11.92,73,3.6,0.0,1
2023,Qa,sa,Wi,15.0,18.0,87.983,0.0,DNF,40.0,26.0,29.373,No rain,20.97,72,3.43,0.0,2
2021,Hu,oc,Al,8.0,1.0,81.42099999999999,25.0,Finished,70.0,2.0,24:10.190,No rain,1.26,70,3.09,0.0,2
2020,St,ha,Me,1.0,1.0,66.719,25.0,Finished,71.0,27.0,21.729,No rain,-2.06,86,1.54,0.0,1
2020,It,ga,Al,10.0,1.0,84.037,25.0,Finished,53.0,19.0,24.096,Rain,5.0,87,0.45,1.0,2
2024,Si,co,Wi,12.0,11.0,97.262,0.0,+1 Lap,61.0,29.0,29.772,No rain,26.92,87,1.03,0.0,1
2021,St,ra,,,,,,DNF,,36.0,21.227,No rain,-2.06,86,1.54,0.0,1
2020,Be,gi,Al,18.0,18.0,111.793,0.0,DNF,9.0,,,Rain,-1.91,100,2.57,0.0,0
2024,Du,zh,Sa,17.0,20.0,75.724,0.0,+2 Laps,70.0,18.0,21.214,No rain,1.59,88,3.6,0.0,2
2022,Si,pe,,,,,,DNF,,35.0,29.550,No rain,26.92,87,1.03,0.0,1
2023,Du,oc,Al,16.0,10.0,74.57,1.0,Finished,72.0,2.0,22.534,No rain,1.59,88,3.6,0.0,2
2021,Tu,bo,Me,1.0,1.0,90.432,26.0,Finished,58.0,37.0,22.962,No rain,5.73,65,4.63,0.0,1
2021,Br,ve,As,8.0,19.0,93.059,0.0,DNF,40.0,18.0,28.145,No rain,4.18,97,2.28,0.0,2
2024,Du,hu,,,,,,DNF,,14.0,21.619,No rain,1.59,88,3.6,0.0,1
2019,Az,ru,Wi,16.0,15.0,107.251,0.0,+2 Laps,49.0,38.0,20.751,Rain,4.97,75,12.35,0.0,2
2019,Br,ve,Fe,6.0,16.0,88.733,0.0,+1 Lap,51.0,20.0,28.021,No rain,4.18,97,2.28,0.0,2
2022,Fr,zh,Al,16.0,16.0,99.368,0.0,DNF,47.0,22.0,50.790,No rain,8.64,77,3.73,0.1,2
2019,Ja,ha,Me,4.0,3.0,90.983,16.0,Finished,52.0,42.0,23.591,No rain,7.84,72,6.85,0.0,2
2024,Hu,oc,Al,19.0,18.0,81.61,0.0,+1 Lap,69.0,6.0,21.829,No rain,1.26,70,3.09,0.0,2
2021,Em,ha,Me,1.0,2.0,76.702,19.0,Finished,63.0,28.0,32.112,Rain,4.34,96,2.91,1.33,2
2020,Br,sa,Mc,7.0,13.0,89.94800000000001,0.0,Finished,52.0,13.0,28.487,No rain,4.18,97,2.28,0.0,2
2021,Az,la,Wi,16.0,16.0,106.608,0.0,Finished,51.0,9.0,22.149,Rain,4.97,75,12.35,0.0,1
2021,Ru,no,Mc,1.0,7.0,97.423,7.0,Finished,53.0,28.0,29.824,No rain,-0.89,51,7.0,0.0,1
2022,Be,le,Fe,15.0,6.0,109.98400000000001,8.0,Finished,44.0,25.0,23.189,Rain,-1.91,100,2.57,0.0,2
2023,Me,le,Fe,1.0,3.0,82.332,15.0,Finished,71.0,34.0,20:10.512,No rain,23.88,23,4.12,0.0,2
2020,Ba,ke,,,,,,DNF,,1.0,19:16.990,No rain,21.05,72,5.45,0.0,2
2019,Br,ri,Re,7.0,7.0,89.624,6.0,Finished,52.0,12.0,28.416,No rain,4.18,97,2.28,0.0,2
2024,It,hu,,,,,,DNF,,5.0,38.875,Rain,5.0,87,0.45,1.0,2
2021,It,ha,Me,4.0,17.0,85.87,0.0,DNF,25.0,25.0,25.619,Rain,5.0,87,0.45,1.0,1
2019,Fr,kv,To,19.0,14.0,95.225,0.0,+1 Lap,52.0,32.0,30.233,No rain,8.64,77,3.73,0.1,1
2023,Sã,pe,,,,,,DNF,,2.0,23:31.712,No rain,21.25,86,4.63,0.0,2
2021,Sp,no,Mc,9.0,8.0,81.279,4.0,+1 Lap,65.0,23.0,21.864,No rain,9.61,85,3.09,0.0,1
2023,Hu,ma,,,,,,DNF,,23.0,21.407,No rain,1.26,70,3.09,0.0,1
2022,Sp,mi,,,,,,DNF,,30.0,23.127,No rain,9.61,85,3.09,0.0,2
2021,Au,ra,,,,,,DNF,,37.0,21.896,No rain,-2.06,86,1.54,0.0,1
2023,Br,bo,Al,20.0,12.0,91.852,0.0,Finished,52.0,32.0,29.662,No rain,4.18,97,2.28,0.0,1
2019,Me,ra,,,,,,DNF,,52.0,22.963,No rain,23.88,23,4.12,0.0,2
2024,La,al,Wi,17.0,19.0,98.00800000000001,0.0,DNF,25.0,9.0,22.012,No rain,14.64,31,1.54,0.0,1
2020,Ba,ha,Me,1.0,1.0,92.864,25.0,Finished,57.0,19.0,24.061,No rain,21.05,72,5.45,0.0,2
2021,Du,no,Mc,13.0,10.0,74.236,1.0,+1 Lap,71.0,42.0,20.443,No rain,1.59,88,3.6,0.0,1
2023,Sp,le,Fe,19.0,11.0,78.357,0.0,Finished,66.0,16.0,21.778,No rain,9.61,85,3.09,0.0,1
2021,It,ve,As,11.0,12.0,85.938,0.0,Finished,53.0,26.0,25.927,Rain,5.0,87,0.45,1.0,2
2022,Sã,ve,As,9.0,11.0,75.549,0.0,Finished,71.0,45.0,24.028,No rain,21.25,86,4.63,0.0,2
2020,It,st,Ra,8.0,3.0,83.89699999999999,15.0,Finished,53.0,26.0,25:17.308,Rain,5.0,87,0.45,1.0,1
2021,Mo,la,Wi,18.0,15.0,75.57300000000001,0.0,+1 Lap,77.0,43.0,23.703,No rain,11.92,73,3.6,0.0,1
2022,Un,al,Wi,8.0,13.0,101.674,0.0,Finished,56.0,18.0,24.311,Rain,17.84,85,3.09,0.0,2
2021,Sa,ma,,,,,,DNF,,13.0,16:36.375,No rain,26.03,53,2.06,0.0,2
2023,Ab,ga,Al,10.0,13.0,89.01599999999999,0.0,Finished,58.0,32.0,23.478,No rain,21.1,68,2.06,0.0,2
2024,Ja,zh,Sa,20.0,18.0,97.16,0.0,DNF,12.0,7.0,23.910,No rain,7.84,72,6.85,0.0,3
2020,It,no,Mc,6.0,4.0,84.232,12.0,Finished,53.0,22.0,24.612,Rain,5.0,87,0.45,1.0,2
2019,Ab,hu,,,,,,DNF,,18.0,21.578,No rain,21.1,68,2.06,0.0,1
2022,Sp,oc,Al,12.0,7.0,85.935,6.0,Finished,66.0,13.0,22.137,No rain,9.61,85,3.09,0.0,1
2024,It,ri,RB,12.0,13.0,84.219,0.0,Finished,53.0,11.0,30.317,Rain,5.0,87,0.45,1.0,1
2019,It,ma,,,,,,DNF,,1.0,31.211,Rain,5.0,87,0.45,1.0,2
2024,Be,al,Wi,10.0,12.0,107.99600000000001,0.0,Finished,44.0,8.0,23.606,Rain,-1.91,100,2.57,0.0,2
2020,Tu,ri,Re,8.0,4.0,80.426,12.0,Finished,59.0,7.0,17.464,No rain,5.13,81,2.59,0.0,2
2020,Sa,pe,,,,,,DNF,,47.0,24.507,No rain,21.05,72,5.45,0.0,2
2021,Ab,ra,,,,,,DNF,,21.0,22.338,No rain,21.1,68,2.06,0.0,1
2020,Hu,gi,Al,19.0,17.0,80.096,0.0,+1 Lap,69.0,4.0,22.283,No rain,1.26,70,3.09,0.0,2
2021,Ru,ru,Wi,3.0,10.0,100.596,1.0,Finished,53.0,13.0,30.665,No rain,-0.89,51,7.0,0.0,2
2019,Br,kv,To,16.0,10.0,72.385,1.0,Finished,71.0,23.0,22.759,No rain,21.25,86,4.63,0.0,2
2021,Ru,ha,Me,4.0,1.0,97.575,25.0,Finished,53.0,26.0,29.878,No rain,-0.89,51,7.0,0.0,2
2020,Em,ke,,,,,,DNF,,27.0,30.708,Rain,4.34,96,2.91,1.33,1
2024,La,al,Wi,17.0,19.0,98.00800000000001,0.0,DNF,25.0,9.0,22.012,No rain,14.64,31,1.54,0.0,1
2019,Ge,le,Fe,10.0,17.0,87.697,0.0,DNF,27.0,15.0,22.102,No rain,0.22,86,0.0,0.0,2
2024,Au,ga,Al,17.0,13.0,81.09,0.0,+1 Lap,57.0,17.0,20.316,No rain,17.76,67,0.89,0.0,1
2024,La,co,Wi,0.0,14.0,96.86699999999999,0.0,Finished,50.0,26.0,21.221,No rain,14.64,31,1.54,0.0,2
2020,Sa,st,Ra,10.0,3.0,,15.0,Finished,87.0,42.0,24.684,No rain,21.05,72,5.45,0.0,1
2023,La,ke,,,,,,DNF,,26.0,21.868,No rain,14.64,31,1.54,0.0,2
2024,Qa,ma,,,,,,DNF,,,,No rain,20.97,72,3.43,0.0,0
2023,Mi,ma,,,,,,DNF,,45.0,22.688,No rain,22.99,64,8.23,0.0,1
2019,Au,kv,To,16.0,17.0,69.498,0.0,+1 Lap,70.0,32.0,25.091,No rain,-2.06,86,1.54,0.0,1
2020,Po,ri,Re,10.0,9.0,80.906,2.0,+1 Lap,65.0,14.0,26.999,No rain,10.33,88,1.9,0.0,1
2023,Ba,bo,Al,12.0,8.0,97.37899999999999,4.0,Finished,57.0,29.0,25.643,No rain,21.05,72,5.45,0.0,2
2020,70,ke,,,,,,DNF,,9.0,28.934,No rain,4.18,97,2.28,0.0,2
2020,Em,st,Ra,15.0,13.0,78.36,0.0,Finished,63.0,1.0,36.189,Rain,4.34,96,2.91,1.33,3
2022,It,ke,,,,,,DNF,,24.0,30.164,Rain,5.0,87,0.45,1.0,2
2023,Mo,oc,Al,3.0,3.0,76.52799999999999,15.0,Finished,78.0,32.0,25.833,No rain,11.92,73,3.6,0.0,2
2021,Du,ha,Me,2.0,2.0,71.097,19.0,Finished,72.0,70.0,19.202,No rain,1.59,88,3.6,0.0,3
2023,Au,pe,,,,,,DNF,,1.0,17.657,No rain,17.76,67,0.89,0.0,3
2022,Au,ru,Me,4.0,4.0,69.075,12.0,Finished,71.0,40.0,21.731,No rain,-2.06,86,1.54,0.0,2
2024,Mo,ha,Me,7.0,7.0,,7.0,Finished,78.0,1.0,39:35.369,No rain,11.92,73,3.6,0.0,2
2024,Sã,zh,Sa,19.0,15.0,83.05799999999999,0.0,Finished,69.0,27.0,25.248,No rain,21.25,86,4.63,0.0,3
2024,La,zh,Sa,13.0,13.0,96.324,0.0,Finished,50.0,11.0,22.960,No rain,14.64,31,1.54,0.0,1
2021,Fr,bo,Me,3.0,4.0,96.96000000000001,12.0,Finished,53.0,17.0,30.572,No rain,8.64,77,3.73,0.1,1
2024,Sp,ga,Al,7.0,9.0,79.045,2.0,Finished,66.0,14.0,26.097,No rain,9.61,85,3.09,0.0,2
2021,Be,le,Fe,9.0,8.0,,2.0,Finished,1.0,,,Rain,-1.91,100,2.57,0.0,0
2024,Ba,ke,,,,,,DNF,,11.0,25.951,No rain,21.05,72,5.45,0.0,2
2022,Fr,ga,Al,14.0,12.0,98.786,0.0,Finished,53.0,18.0,35.969,No rain,8.64,77,3.73,0.1,1
2019,Ca,kv,To,10.0,10.0,76.19800000000001,1.0,+1 Lap,69.0,12.0,23.825,No rain,-4.97,57,6.69,0.0,1
2019,Un,st,Ra,14.0,13.0,100.38,0.0,+1 Lap,55.0,9.0,24.567,Rain,17.84,85,3.09,0.0,2
2020,Au,sa,Mc,8.0,5.0,67.974,10.0,Finished,71.0,26.0,23.827,No rain,-2.06,86,1.54,0.0,2
2019,Sp,pe,,,,,,DNF,,24.0,22.781,No rain,9.61,85,3.09,0.0,2
2019,Ge,ve,Fe,20.0,2.0,76.794,18.0,Finished,64.0,23.0,20.768,No rain,0.22,86,0.0,0.0,2
2020,Br,bo,Me,2.0,11.0,89.265,0.0,Finished,52.0,13.0,30.571,No rain,4.18,97,2.28,0.0,2
2024,Sp,ha,Me,3.0,3.0,77.809,15.0,Finished,66.0,16.0,21.840,No rain,9.61,85,3.09,0.0,1
2023,Sã,pi,Mc,10.0,14.0,74.31,0.0,+2 Laps,69.0,1.0,26:24.007,No rain,21.25,86,4.63,0.0,1
2024,Sa,al,Wi,12.0,11.0,92.307,0.0,Finished,50.0,7.0,21.723,No rain,26.03,53,2.06,0.0,1
2022,Mo,ve,As,9.0,10.0,77.55799999999999,1.0,Finished,64.0,6.0,24.965,No rain,11.92,73,3.6,0.0,1
2024,Ca,ha,Me,7.0,4.0,74.856,13.0,Finished,70.0,25.0,23.762,No rain,-4.97,57,6.69,0.0,2
2021,Hu,ma,,,,,,DNF,,2.0,24:16.349,No rain,1.26,70,3.09,0.0,2
2020,Hu,gi,Al,19.0,17.0,80.096,0.0,+1 Lap,69.0,20.0,23.082,No rain,1.26,70,3.09,0.0,2
2024,La,sa,Fe,2.0,3.0,95.875,15.0,Finished,50.0,28.0,20.879,No rain,14.64,31,1.54,0.0,2
2023,Az,ts,Al,8.0,10.0,105.727,1.0,Finished,51.0,8.0,20.497,Rain,4.97,75,12.35,0.0,1
2020,Ei,ma,,,,,,DNF,,45.0,22.568,No rain,-2.31,93,3.09,0.0,2
2022,Mo,oc,Al,10.0,12.0,77.571,0.0,Finished,64.0,21.0,24.875,No rain,11.92,73,3.6,0.0,1
2021,Sã,al,Al,12.0,9.0,73.922,2.0,+1 Lap,70.0,7.0,17.751,No rain,21.25,86,4.63,0.0,1
2020,70,ru,Wi,15.0,18.0,91.408,0.0,+1 Lap,51.0,8.0,28.391,No rain,4.18,97,2.28,0.0,2
2023,Me,ha,Me,6.0,2.0,81.334,19.0,Finished,71.0,34.0,20:12.908,No rain,23.88,23,4.12,0.0,2
2024,It,st,As,17.0,19.0,82.232,0.0,+1 Lap,52.0,19.0,24.980,Rain,5.0,87,0.45,1.0,3
2019,Ab,ru,Wi,18.0,17.0,103.074,0.0,+1 Lap,54.0,32.0,22.272,No rain,21.1,68,2.06,0.0,1
2021,Po,al,Al,13.0,8.0,81.032,4.0,Finished,66.0,2.0,21.452,No rain,10.33,88,1.9,0.0,1
2024,Ba,ga,Al,20.0,18.0,94.805,0.0,+1 Lap,56.0,12.0,29.980,No rain,21.05,72,5.45,0.0,2
2020,Ba,pe,,,,,,DNF,,20.0,24.317,No rain,21.05,72,5.45,0.0,2
2019,Ge,no,Mc,19.0,18.0,91.081,0.0,DNF,25.0,25.0,20.242,No rain,0.22,86,0.0,0.0,2
2020,Hu,ra,,,,,,DNF,,33.0,27.128,No rain,1.26,70,3.09,0.0,2
2021,Sã,st,As,14.0,20.0,75.344,0.0,DNF,47.0,7.0,17.948,No rain,21.25,86,4.63,0.0,1
2023,La,hu,,,,,,DNF,,12.0,22.154,No rain,14.64,31,1.54,0.0,2
2021,Hu,ma,Ha,19.0,14.0,,0.0,DNF,3.0,1.0,23.715,No rain,1.26,70,3.09,0.0,2
2021,Po,le,Fe,8.0,6.0,81.496,8.0,Finished,66.0,3.0,22.587,No rain,10.33,88,1.9,0.0,2
2019,Sp,gr,Ha,7.0,10.0,81.057,1.0,Finished,66.0,26.0,22.379,No rain,9.61,85,3.09,0.0,1
2021,Mo,ma,,,,,,DNF,,34.0,23.746,No rain,11.92,73,3.6,0.0,1
2022,Un,zh,Al,18.0,12.0,102.471,0.0,Finished,56.0,9.0,27.326,Rain,17.84,85,3.09,0.0,2
2019,Ja,ha,Me,4.0,3.0,90.983,16.0,Finished,52.0,21.0,23.582,No rain,7.84,72,6.85,0.0,2
2021,Ba,st,As,10.0,10.0,94.86500000000001,1.0,Finished,56.0,28.0,25.525,No rain,21.05,72,5.45,0.0,2
2024,Du,ri,RB,13.0,12.0,75.222,0.0,+1 Lap,71.0,29.0,20.942,No rain,1.59,88,3.6,0.0,1
2021,Du,ma,,,,,,DNF,,21.0,19.142,No rain,1.59,88,3.6,0.0,2
2024,Mi,sa,Fe,3.0,5.0,90.928,10.0,Finished,57.0,27.0,22.805,No rain,22.99,64,8.23,0.0,1
2020,70,st,Ra,6.0,6.0,90.877,8.0,Finished,52.0,18.0,28.235,No rain,4.18,97,2.28,0.0,2
2022,Ja,no,Mc,10.0,10.0,108.175,1.0,Finished,28.0,6.0,24.595,No rain,7.84,72,6.85,0.0,2
2024,Au,ke,,,,,,DNF,,7.0,18.301,No rain,17.76,67,0.89,0.0,2
2020,Po,le,Fe,4.0,4.0,80.408,12.0,Finished,66.0,34.0,26.940,No rain,10.33,88,1.9,0.0,1
2021,Em,ha,Me,1.0,2.0,76.702,19.0,Finished,63.0,28.0,32.112,Rain,4.34,96,2.91,1.33,2
2022,Br,st,As,20.0,11.0,92.37899999999999,0.0,Finished,52.0,1.0,51:09.017,No rain,4.18,97,2.28,0.0,2
2019,Au,ku,Wi,20.0,17.0,89.28399999999999,0.0,DNF,55.0,44.0,21.889,No rain,17.76,67,0.89,0.0,3
2022,Si,ts,Al,10.0,15.0,118.71600000000001,0.0,DNF,34.0,33.0,31.293,No rain,26.92,87,1.03,0.0,1
2023,Ca,ru,Me,4.0,19.0,77.09700000000001,0.0,DNF,53.0,12.0,1:28.943,No rain,-4.97,57,6.69,0.0,1
2022,Sã,bo,Al,14.0,9.0,75.511,2.0,Finished,71.0,45.0,24.616,No rain,21.25,86,4.63,0.0,2
2024,Me,ru,Me,5.0,5.0,80.731,10.0,Finished,71.0,31.0,22.462,No rain,23.88,23,4.12,0.0,1
2024,Sp,pi,Mc,9.0,7.0,77.874,6.0,Finished,66.0,21.0,22.224,No rain,9.61,85,3.09,0.0,1
2023,Du,bo,Al,18.0,14.0,74.69800000000001,0.0,Finished,72.0,,,No rain,1.59,88,3.6,0.0,0
2021,Un,pe,,,,,,DNF,,30.0,23.604,Rain,17.84,85,3.09,0.0,2
2019,Br,ve,Fe,6.0,16.0,88.733,0.0,+1 Lap,51.0,38.0,38.468,No rain,4.18,97,2.28,0.0,2
2024,Ca,al,As,6.0,6.0,76.303,8.0,Finished,70.0,44.0,24.346,No rain,-4.97,57,6.69,0.0,2
2021,Mo,pe,,,,,,DNF,,35.0,24.548,No rain,11.92,73,3.6,0.0,1
2019,Fr,ke,,,,,,DNF,,16.0,30.832,No rain,8.64,77,3.73,0.1,1
2020,70,kv,Al,16.0,10.0,90.738,1.0,Finished,52.0,19.0,28.036,No rain,4.18,97,2.28,0.0,1
2021,Ab,ga,Al,12.0,5.0,87.342,10.0,Finished,58.0,54.0,21.920,No rain,21.1,68,2.06,0.0,2
2019,Ca,gi,Al,12.0,13.0,76.365,0.0,+1 Lap,69.0,33.0,23.884,No rain,-4.97,57,6.69,0.0,1
2022,It,pe,,,,,,DNF,,7.0,23.698,Rain,5.0,87,0.45,1.0,2
2023,Ba,hu,,,,,,DNF,,26.0,37.769,No rain,21.05,72,5.45,0.0,2
2019,Ba,al,To,12.0,9.0,96.75200000000001,2.0,Finished,57.0,25.0,24.842,No rain,21.05,72,5.45,0.0,2
2023,Be,ke,,,,,,DNF,,25.0,23.572,Rain,-1.91,100,2.57,0.0,2
2021,Br,gi,Al,15.0,13.0,92.346,0.0,+1 Lap,51.0,2.0,34:30.250,No rain,4.18,97,2.28,0.0,2
2023,Au,pi,Mc,13.0,16.0,69.862,0.0,+1 Lap,70.0,2.0,17.324,No rain,-2.06,86,1.54,0.0,1
2022,Sp,ve,As,16.0,11.0,87.629,0.0,+1 Lap,65.0,21.0,22.536,No rain,9.61,85,3.09,0.0,1
2020,Po,ke,,,,,,DNF,,31.0,27.300,No rain,10.33,88,1.9,0.0,1
2024,Au,st,As,17.0,13.0,70.143,0.0,+1 Lap,70.0,20.0,21.399,No rain,-2.06,86,1.54,0.0,1
2023,Au,sa,Wi,18.0,16.0,81.456,0.0,DNF,56.0,8.0,15:38.017,No rain,17.76,67,0.89,0.0,4
2022,It,oc,Al,14.0,11.0,86.593,0.0,Finished,53.0,19.0,24.336,Rain,5.0,87,0.45,1.0,1
2023,Be,zh,Al,17.0,13.0,110.188,0.0,Finished,44.0,25.0,24.045,Rain,-1.91,100,2.57,0.0,2
2019,Ab,kv,To,13.0,9.0,102.22200000000001,2.0,+1 Lap,54.0,40.0,21.496,No rain,21.1,68,2.06,0.0,1
2023,La,ke,,,,,,DNF,,14.0,21.611,No rain,14.64,31,1.54,0.0,2
2024,Qa,ts,RB,14.0,13.0,86.144,0.0,Finished,57.0,,,No rain,20.97,72,3.43,0.0,0
2024,Au,pe,,,,,,DNF,,14.0,18.112,No rain,17.76,67,0.89,0.0,2
2024,Mi,al,Wi,14.0,18.0,90.849,0.0,Finished,57.0,53.0,22.567,No rain,22.99,64,8.23,0.0,2
2023,Ca,pe,,,,,,DNF,,37.0,23.281,No rain,-4.97,57,6.69,0.0,1
2021,Du,ga,Al,4.0,4.0,74.818,12.0,+1 Lap,71.0,24.0,19.163,No rain,1.59,88,3.6,0.0,1
2020,Ei,ke,,,,,,DNF,,14.0,23.016,No rain,-2.31,93,3.09,0.0,2
2024,Sa,oc,Al,17.0,13.0,93.481,0.0,+1 Lap,49.0,7.0,22.502,No rain,26.03,53,2.06,0.0,1
2022,It,ve,As,11.0,20.0,87.501,0.0,DNF,10.0,,,Rain,5.0,87,0.45,1.0,0
2021,Au,ga,Al,6.0,9.0,68.146,2.0,Finished,71.0,13.0,22.564,No rain,-2.06,86,1.54,0.0,2
2022,Mo,la,Wi,19.0,15.0,78.57900000000001,0.0,+1 Lap,63.0,2.0,36.351,No rain,11.92,73,3.6,0.0,3
2024,Hu,oc,Al,19.0,18.0,81.61,0.0,+1 Lap,69.0,6.0,21.829,No rain,1.26,70,3.09,0.0,2
2022,Ba,al,Al,8.0,9.0,96.733,2.0,Finished,57.0,25.0,24.909,No rain,21.05,72,5.45,0.0,2
2022,Au,zh,Al,13.0,14.0,69.38,0.0,+1 Lap,70.0,24.0,22.704,No rain,-2.06,86,1.54,0.0,1
2022,Ab,pe,,,,,,DNF,,33.0,21.367,No rain,21.1,68,2.06,0.0,2
2019,Ab,ri,Re,7.0,11.0,101.19,0.0,+1 Lap,54.0,11.0,21.904,No rain,21.1,68,2.06,0.0,2
2021,Po,ma,,,,,,DNF,,2.0,22.718,No rain,10.33,88,1.9,0.0,2
2023,Au,sa,Fe,5.0,12.0,80.467,0.0,Finished,58.0,8.0,15:37.024,No rain,17.76,67,0.89,0.0,2
2020,Ba,gi,Al,16.0,16.0,94.536,0.0,+1 Lap,56.0,1.0,19:14.906,No rain,21.05,72,5.45,0.0,1
2019,Br,al,To,9.0,12.0,90.872,0.0,Finished,52.0,13.0,28.954,No rain,4.18,97,2.28,0.0,1
2019,Me,kv,To,9.0,11.0,79.905,0.0,+1 Lap,70.0,44.0,22.033,No rain,23.88,23,4.12,0.0,2
2023,Me,pi,Mc,7.0,8.0,82.76,4.0,Finished,71.0,25.0,23.734,No rain,23.88,23,4.12,0.0,2
2023,Sp,ke,,,,,,DNF,,24.0,24.800,No rain,9.61,85,3.09,0.0,2
2020,Tu,al,Re,4.0,3.0,80.039,15.0,Finished,59.0,7.0,17.591,No rain,5.13,81,2.59,0.0,2
2023,Mo,no,Mc,10.0,9.0,77.844,2.0,+1 Lap,77.0,54.0,33.428,No rain,11.92,73,3.6,0.0,2
2023,Ca,ts,Al,19.0,14.0,76.666,0.0,Finished,70.0,1.0,23.646,No rain,-4.97,57,6.69,0.0,2
2021,Qa,gi,Al,18.0,15.0,87.82300000000001,0.0,+1 Lap,56.0,32.0,25.347,No rain,20.97,72,3.43,0.0,2
2023,Du,ma,,,,,,DNF,,2.0,20.379,No rain,1.59,88,3.6,0.0,2
2024,Ca,ke,,,,,,DNF,,41.0,24.833,No rain,-4.97,57,6.69,0.0,3
2019,Ru,sa,Mc,5.0,6.0,98.02000000000001,8.0,Finished,53.0,21.0,30.103,No rain,-0.89,51,7.0,0.0,1
2022,Un,no,Mc,6.0,6.0,101.322,8.0,Finished,56.0,34.0,23.702,Rain,17.84,85,3.09,0.0,2
2020,Be,kv,Al,11.0,11.0,109.832,0.0,Finished,44.0,11.0,23.769,Rain,-1.91,100,2.57,0.0,1
2024,Em,le,Fe,3.0,3.0,79.935,15.0,Finished,63.0,25.0,30.149,Rain,4.34,96,2.91,1.33,1
2019,It,ri,Re,5.0,4.0,83.46600000000001,12.0,Finished,53.0,30.0,24.320,Rain,5.0,87,0.45,1.0,1
2024,Sp,ru,Me,4.0,4.0,78.28999999999999,12.0,Finished,66.0,15.0,25.023,No rain,9.61,85,3.09,0.0,2
2024,Br,zh,Sa,14.0,18.0,91.014,0.0,+2 Laps,50.0,19.0,29.838,No rain,4.18,97,2.28,0.0,3
2022,Br,ma,,,,,,DNF,,1.0,50:37.323,No rain,4.18,97,2.28,0.0,3
2021,Po,le,Fe,8.0,6.0,81.496,8.0,Finished,66.0,2.0,21.323,No rain,10.33,88,1.9,0.0,2
2022,Em,pe,,,,,,DNF,,50.0,29.627,Rain,4.34,96,2.91,1.33,2
2020,Po,no,Mc,8.0,13.0,79.36,0.0,+1 Lap,65.0,18.0,34.807,No rain,10.33,88,1.9,0.0,2
2019,Au,ha,Me,4.0,5.0,68.05,10.0,Finished,71.0,30.0,30.067,No rain,-2.06,86,1.54,0.0,1
2024,Sã,pi,Mc,8.0,8.0,81.532,4.0,Finished,69.0,32.0,23:40.270,No rain,21.25,86,4.63,0.0,2
